ballx,bally,velx,vely,paddley
597,239,-8,8,144
589,247,-8,8,150
581,255,-8,8,156
573,263,-8,8,162
565,271,-8,8,168
557,279,-8,8,174
549,287,-8,8,180
541,295,-8,8,186
533,303,-8,8,192
525,311,-8,8,198
517,319,-8,8,204
509,327,-8,8,210
501,335,-8,8,216
493,343,-8,8,216
485,351,-8,8,216
477,359,-8,8,216
469,367,-8,8,216
461,375,-8,8,210
453,367,-8,-8,204
445,359,-8,-8,198
437,351,-8,-8,192
429,343,-8,-8,186
421,335,-8,-8,180
413,327,-8,-8,174
405,319,-8,-8,168
397,311,-8,-8,162
389,303,-8,-8,156
381,295,-8,-8,156
373,287,-8,-8,156
365,279,-8,-8,156
357,271,-8,-8,156
349,263,-8,-8,156
341,255,-8,-8,156
333,247,-8,-8,156
325,239,-8,-8,156
317,231,-8,-8,156
309,223,-8,-8,156
301,215,-8,-8,150
293,207,-8,-8,144
285,199,-8,-8,138
277,191,-8,-8,132
269,183,-8,-8,126
261,175,-8,-8,120
253,167,-8,-8,114
245,159,-8,-8,108
237,151,-8,-8,108
229,143,-8,-8,108
221,135,-8,-8,108
213,127,-8,-8,108
205,119,-8,-8,108
197,111,-8,-8,108
189,103,-8,-8,108
181,95,-8,-8,108
173,87,-8,-8,102
165,79,-8,-8,96
157,71,-8,-8,90
149,63,-8,-8,84
141,55,-8,-8,78
133,47,-8,-8,72
125,39,-8,-8,66
117,31,-8,-8,60
109,23,-8,-8,54
101,31,-8,8,48
93,39,-8,8,42
85,47,-8,8,42
77,55,-8,8,42
69,63,-8,8,42
61,71,-8,8,42
53,79,-8,8,42
45,87,-8,8,48
53,95,8,8,54
61,103,8,8,60
69,111,8,8,66
77,119,8,8,72
85,127,8,8,78
93,135,8,8,84
101,143,8,8,90
109,151,8,8,96
117,159,8,8,102
125,167,8,8,108
133,175,8,8,114
141,183,8,8,120
149,191,8,8,126
157,199,8,8,132
165,207,8,8,138
173,215,8,8,144
181,223,8,8,150
189,231,8,8,156
197,239,8,8,162
205,247,8,8,168
213,255,8,8,174
221,263,8,8,180
229,271,8,8,186
237,279,8,8,192
245,287,8,8,198
253,295,8,8,204
261,303,8,8,210
269,311,8,8,216
277,319,8,8,216
285,327,8,8,216
293,335,8,8,216
301,343,8,8,216
309,351,8,8,216
317,359,8,8,210
325,367,8,8,204
333,375,8,8,198
341,367,8,-8,192
349,359,8,-8,186
357,351,8,-8,180
365,343,8,-8,174
373,335,8,-8,168
381,327,8,-8,162
389,319,8,-8,156
397,311,8,-8,156
405,303,8,-8,156
413,295,8,-8,156
421,287,8,-8,156
429,279,8,-8,156
437,271,8,-8,156
445,263,8,-8,156
453,255,8,-8,156
461,247,8,-8,156
469,239,8,-8,156
477,231,8,-8,156
485,223,8,-8,156
493,215,8,-8,156
501,207,8,-8,156
509,199,8,-8,156
517,191,8,-8,156
525,183,8,-8,156
533,175,8,-8,156
541,167,8,-8,150
549,159,8,-8,144
557,151,8,-8,138
565,143,8,-8,132
573,135,8,-8,126
581,127,8,-8,120
589,119,8,-8,114
597,111,8,-8,108
605,103,8,-8,102
613,95,8,-8,96
621,87,8,-8,90
629,79,8,-8,84
637,71,8,-8,78
645,63,8,-8,72
653,55,8,-8,66
661,47,8,-8,60
669,39,8,-8,54
677,31,8,-8,54
685,23,8,-8,54
357,191,8,8,150
365,199,8,8,150
373,207,8,8,150
381,215,8,8,150
389,223,8,8,150
397,231,8,8,150
405,239,8,8,150
413,247,8,8,150
421,255,8,8,150
429,263,8,8,150
437,271,8,8,150
445,279,8,8,150
453,287,8,8,150
461,295,8,8,150
469,303,8,8,150
477,311,8,8,150
485,319,8,8,150
493,327,8,8,150
501,335,8,8,150
509,343,8,8,150
517,351,8,8,150
525,359,8,8,150
533,367,8,8,150
541,375,8,8,150
549,367,8,-8,150
557,359,8,-8,150
565,351,8,-8,150
573,343,8,-8,150
581,335,8,-8,150
589,327,8,-8,150
597,319,8,-8,150
605,311,8,-8,150
613,303,8,-8,156
621,295,8,-8,162
629,287,8,-8,168
637,279,8,-8,174
645,271,8,-8,174
653,263,8,-8,174
661,255,8,-8,174
653,247,-8,-8,180
645,239,-8,-8,180
637,231,-8,-8,180
629,223,-8,-8,180
621,215,-8,-8,180
613,207,-8,-8,180
605,199,-8,-8,180
597,191,-8,-8,180
589,183,-8,-8,174
581,175,-8,-8,168
573,167,-8,-8,162
565,159,-8,-8,156
557,151,-8,-8,150
549,143,-8,-8,144
541,135,-8,-8,138
533,127,-8,-8,132
525,119,-8,-8,126
517,111,-8,-8,120
509,103,-8,-8,114
501,95,-8,-8,108
493,87,-8,-8,102
485,79,-8,-8,96
477,71,-8,-8,90
469,63,-8,-8,84
461,55,-8,-8,84
453,47,-8,-8,84
445,39,-8,-8,84
437,31,-8,-8,84
429,23,-8,-8,84
421,31,-8,8,84
413,39,-8,8,84
405,47,-8,8,84
397,55,-8,8,84
389,63,-8,8,84
381,71,-8,8,84
373,79,-8,8,84
365,87,-8,8,90
357,95,-8,8,96
349,103,-8,8,102
341,111,-8,8,108
333,119,-8,8,114
325,127,-8,8,120
317,135,-8,8,126
309,143,-8,8,132
301,151,-8,8,138
293,159,-8,8,144
285,167,-8,8,150
277,175,-8,8,156
269,183,-8,8,162
261,191,-8,8,168
253,199,-8,8,174
245,207,-8,8,180
237,215,-8,8,186
229,223,-8,8,192
221,231,-8,8,198
213,239,-8,8,204
205,247,-8,8,210
197,255,-8,8,216
189,263,-8,8,222
181,271,-8,8,228
173,279,-8,8,234
165,287,-8,8,240
157,295,-8,8,246
149,303,-8,8,252
141,311,-8,8,258
133,319,-8,8,264
125,327,-8,8,270
117,335,-8,8,270
109,343,-8,8,270
101,351,-8,8,270
93,359,-8,8,270
85,367,-8,8,270
77,375,-8,8,270
69,367,-8,-8,270
61,359,-8,-8,270
53,351,-8,-8,270
45,343,-8,-8,270
53,335,8,-8,264
61,327,8,-8,258
69,319,8,-8,252
77,311,8,-8,246
85,303,8,-8,240
93,295,8,-8,234
101,287,8,-8,228
109,279,8,-8,222
117,271,8,-8,216
125,263,8,-8,210
133,255,8,-8,204
141,247,8,-8,198
149,239,8,-8,192
157,231,8,-8,186
165,223,8,-8,180
173,215,8,-8,174
181,207,8,-8,168
189,199,8,-8,162
197,191,8,-8,156
205,183,8,-8,150
213,175,8,-8,144
221,167,8,-8,138
229,159,8,-8,132
237,151,8,-8,126
245,143,8,-8,126
253,135,8,-8,126
261,127,8,-8,126
269,119,8,-8,126
277,111,8,-8,126
285,103,8,-8,126
293,95,8,-8,126
301,87,8,-8,126
309,79,8,-8,126
317,71,8,-8,126
325,63,8,-8,126
333,55,8,-8,126
341,47,8,-8,126
349,39,8,-8,126
357,31,8,-8,126
365,23,8,-8,126
373,31,8,8,126
381,39,8,8,126
389,47,8,8,126
397,55,8,8,126
405,63,8,8,126
413,71,8,8,126
421,79,8,8,126
429,87,8,8,126
437,95,8,8,126
445,103,8,8,126
453,111,8,8,126
461,119,8,8,126
469,127,8,8,126
477,135,8,8,126
485,143,8,8,126
493,151,8,8,126
501,159,8,8,126
509,167,8,8,126
517,175,8,8,126
525,183,8,8,126
533,191,8,8,126
541,199,8,8,126
549,207,8,8,126
557,215,8,8,126
565,223,8,8,126
573,231,8,8,126
581,239,8,8,126
589,247,8,8,126
597,255,8,8,126
605,263,8,8,126
613,271,8,8,126
621,279,8,8,126
629,287,8,8,126
637,295,8,8,126
645,303,8,8,126
653,311,8,8,126
661,319,8,8,126
653,327,-8,8,126
645,335,-8,8,126
637,343,-8,8,126
629,351,-8,8,126
621,359,-8,8,126
613,367,-8,8,126
605,375,-8,8,126
597,367,-8,-8,126
589,359,-8,-8,126
581,351,-8,-8,126
573,343,-8,-8,126
565,335,-8,-8,126
557,327,-8,-8,126
549,319,-8,-8,126
541,311,-8,-8,126
533,303,-8,-8,126
525,295,-8,-8,126
517,287,-8,-8,126
509,279,-8,-8,126
501,271,-8,-8,132
493,263,-8,-8,138
485,255,-8,-8,144
477,247,-8,-8,150
469,239,-8,-8,156
461,231,-8,-8,162
453,223,-8,-8,168
445,215,-8,-8,168
437,207,-8,-8,168
429,199,-8,-8,168
421,191,-8,-8,168
413,183,-8,-8,168
405,175,-8,-8,162
397,167,-8,-8,156
389,159,-8,-8,150
381,151,-8,-8,144
373,143,-8,-8,138
365,135,-8,-8,132
357,127,-8,-8,126
349,119,-8,-8,120
341,111,-8,-8,114
333,103,-8,-8,108
325,95,-8,-8,102
317,87,-8,-8,96
309,79,-8,-8,90
301,71,-8,-8,84
293,63,-8,-8,78
285,55,-8,-8,72
277,47,-8,-8,66
269,39,-8,-8,60
261,31,-8,-8,54
253,23,-8,-8,48
245,31,-8,8,42
237,39,-8,8,42
229,47,-8,8,42
221,55,-8,8,42
213,63,-8,8,42
205,71,-8,8,42
197,79,-8,8,42
189,87,-8,8,48
181,95,-8,8,54
173,103,-8,8,60
165,111,-8,8,66
157,119,-8,8,72
149,127,-8,8,78
141,135,-8,8,84
133,143,-8,8,90
125,151,-8,8,96
117,159,-8,8,102
109,167,-8,8,108
101,175,-8,8,114
93,183,-8,8,120
85,191,-8,8,126
77,199,-8,8,132
69,207,-8,8,138
61,215,-8,8,144
53,223,-8,8,150
45,231,-8,8,156
53,239,8,8,162
61,247,8,8,168
69,255,8,8,174
77,263,8,8,180
85,271,8,8,186
93,279,8,8,192
101,287,8,8,192
109,295,8,8,192
117,303,8,8,192
125,311,8,8,186
133,319,8,8,180
141,327,8,8,174
149,335,8,8,168
157,343,8,8,162
165,351,8,8,156
173,359,8,8,150
181,367,8,8,150
189,375,8,8,150
197,367,8,-8,150
205,359,8,-8,150
213,351,8,-8,150
221,343,8,-8,150
229,335,8,-8,150
237,327,8,-8,150
245,319,8,-8,150
253,311,8,-8,150
261,303,8,-8,150
269,295,8,-8,150
277,287,8,-8,150
285,279,8,-8,150
293,271,8,-8,150
301,263,8,-8,150
309,255,8,-8,150
317,247,8,-8,150
325,239,8,-8,150
333,231,8,-8,150
341,223,8,-8,150
349,215,8,-8,150
357,207,8,-8,150
365,199,8,-8,150
373,191,8,-8,150
381,183,8,-8,150
389,175,8,-8,150
397,167,8,-8,150
405,159,8,-8,150
413,151,8,-8,150
421,143,8,-8,150
429,135,8,-8,150
437,127,8,-8,150
445,119,8,-8,150
453,111,8,-8,150
461,103,8,-8,150
469,95,8,-8,150
477,87,8,-8,150
485,79,8,-8,150
493,71,8,-8,150
501,63,8,-8,150
509,55,8,-8,150
517,47,8,-8,150
525,39,8,-8,150
533,31,8,-8,150
541,23,8,-8,150
549,31,8,8,150
557,39,8,8,150
565,47,8,8,150
573,55,8,8,150
581,63,8,8,150
589,71,8,8,150
597,79,8,8,150
605,87,8,8,150
613,95,8,8,150
621,103,8,8,150
629,111,8,8,150
637,119,8,8,150
645,127,8,8,150
653,135,8,8,150
661,143,8,8,150
653,151,-8,8,150
645,159,-8,8,150
637,167,-8,8,150
629,175,-8,8,150
621,183,-8,8,150
613,191,-8,8,150
605,199,-8,8,150
597,207,-8,8,150
589,215,-8,8,150
581,223,-8,8,150
573,231,-8,8,150
565,239,-8,8,150
557,247,-8,8,150
549,255,-8,8,150
541,263,-8,8,150
533,271,-8,8,150
525,279,-8,8,150
517,287,-8,8,150
509,295,-8,8,150
501,303,-8,8,150
493,311,-8,8,150
485,319,-8,8,150
477,327,-8,8,150
469,335,-8,8,150
461,343,-8,8,150
453,351,-8,8,150
445,359,-8,8,150
437,367,-8,8,150
429,375,-8,8,150
421,367,-8,-8,150
413,359,-8,-8,150
405,351,-8,-8,150
397,343,-8,-8,150
389,335,-8,-8,150
381,327,-8,-8,150
373,319,-8,-8,144
365,311,-8,-8,138
357,303,-8,-8,132
349,295,-8,-8,126
341,287,-8,-8,120
333,279,-8,-8,114
325,271,-8,-8,108
317,263,-8,-8,102
309,255,-8,-8,102
301,247,-8,-8,102
293,239,-8,-8,102
285,231,-8,-8,102
277,223,-8,-8,102
269,215,-8,-8,102
261,207,-8,-8,102
253,199,-8,-8,102
245,191,-8,-8,102
237,183,-8,-8,102
229,175,-8,-8,96
221,167,-8,-8,90
213,159,-8,-8,84
205,151,-8,-8,78
197,143,-8,-8,72
189,135,-8,-8,66
181,127,-8,-8,60
173,119,-8,-8,54
165,111,-8,-8,48
157,103,-8,-8,42
149,95,-8,-8,36
141,87,-8,-8,30
133,79,-8,-8,30
125,71,-8,-8,30
117,63,-8,-8,30
109,55,-8,-8,30
101,47,-8,-8,30
93,39,-8,-8,30
85,31,-8,-8,30
77,23,-8,-8,30
69,31,-8,8,30
61,39,-8,8,30
53,47,-8,8,30
45,55,-8,8,30
53,63,8,8,36
61,71,8,8,42
69,79,8,8,48
77,87,8,8,54
85,95,8,8,60
93,103,8,8,66
101,111,8,8,72
109,119,8,8,78
117,127,8,8,84
125,135,8,8,90
133,143,8,8,96
141,151,8,8,102
149,159,8,8,108
157,167,8,8,114
165,175,8,8,120
173,183,8,8,126
181,191,8,8,132
189,199,8,8,138
197,207,8,8,144
205,215,8,8,150
213,223,8,8,156
221,231,8,8,162
229,239,8,8,168
237,247,8,8,174
245,255,8,8,180
253,263,8,8,186
261,271,8,8,192
269,279,8,8,192
277,287,8,8,192
285,295,8,8,192
293,303,8,8,192
301,311,8,8,192
309,319,8,8,192
317,327,8,8,192
325,335,8,8,192
333,343,8,8,192
341,351,8,8,192
349,359,8,8,192
357,367,8,8,192
365,375,8,8,192
373,367,8,-8,192
381,359,8,-8,192
389,351,8,-8,192
397,343,8,-8,192
405,335,8,-8,192
413,327,8,-8,192
421,319,8,-8,192
429,311,8,-8,192
437,303,8,-8,192
445,295,8,-8,192
453,287,8,-8,192
461,279,8,-8,192
469,271,8,-8,192
477,263,8,-8,192
485,255,8,-8,192
493,247,8,-8,192
501,239,8,-8,192
509,231,8,-8,192
517,223,8,-8,192
525,215,8,-8,192
533,207,8,-8,192
541,199,8,-8,192
549,191,8,-8,192
557,183,8,-8,192
565,175,8,-8,192
573,167,8,-8,192
581,159,8,-8,192
589,151,8,-8,192
597,143,8,-8,192
605,135,8,-8,192
613,127,8,-8,192
621,119,8,-8,192
629,111,8,-8,192
637,103,8,-8,192
645,95,8,-8,192
653,87,8,-8,192
661,79,8,-8,192
653,71,-8,-8,192
645,63,-8,-8,192
637,55,-8,-8,192
629,47,-8,-8,192
621,39,-8,-8,192
613,31,-8,-8,192
605,23,-8,-8,192
597,31,-8,8,192
589,39,-8,8,192
581,47,-8,8,192
573,55,-8,8,192
565,63,-8,8,192
557,71,-8,8,192
549,79,-8,8,192
541,87,-8,8,192
533,95,-8,8,192
525,103,-8,8,192
517,111,-8,8,186
509,119,-8,8,180
501,127,-8,8,174
493,135,-8,8,168
485,143,-8,8,162
477,151,-8,8,156
469,159,-8,8,150
461,167,-8,8,150
453,175,-8,8,150
445,183,-8,8,150
437,191,-8,8,150
429,199,-8,8,150
421,207,-8,8,150
413,215,-8,8,156
405,223,-8,8,162
397,231,-8,8,168
389,239,-8,8,174
381,247,-8,8,180
373,255,-8,8,186
365,263,-8,8,192
357,271,-8,8,198
349,279,-8,8,204
341,287,-8,8,210
333,295,-8,8,216
325,303,-8,8,222
317,311,-8,8,222
309,319,-8,8,222
301,327,-8,8,222
293,335,-8,8,222
285,343,-8,8,222
277,351,-8,8,222
269,359,-8,8,222
261,367,-8,8,222
253,375,-8,8,222
245,367,-8,-8,222
237,359,-8,-8,222
229,351,-8,-8,222
221,343,-8,-8,222
213,335,-8,-8,222
205,327,-8,-8,216
197,319,-8,-8,210
189,311,-8,-8,204
181,303,-8,-8,198
173,295,-8,-8,192
165,287,-8,-8,186
157,279,-8,-8,186
149,271,-8,-8,186
141,263,-8,-8,186
133,255,-8,-8,186
125,247,-8,-8,186
117,239,-8,-8,180
109,231,-8,-8,174
101,223,-8,-8,168
93,215,-8,-8,162
85,207,-8,-8,156
77,199,-8,-8,150
69,191,-8,-8,144
61,183,-8,-8,138
53,175,-8,-8,132
45,167,-8,-8,126
53,159,8,-8,120
61,151,8,-8,114
69,143,8,-8,108
77,135,8,-8,102
85,127,8,-8,96
93,119,8,-8,90
101,111,8,-8,90
109,103,8,-8,90
117,95,8,-8,90
125,87,8,-8,90
133,79,8,-8,90
141,71,8,-8,90
149,63,8,-8,90
157,55,8,-8,90
165,47,8,-8,90
173,39,8,-8,90
181,31,8,-8,90
189,23,8,-8,90
197,31,8,8,90
205,39,8,8,90
213,47,8,8,90
221,55,8,8,90
229,63,8,8,90
237,71,8,8,90
245,79,8,8,90
253,87,8,8,90
261,95,8,8,90
269,103,8,8,90
277,111,8,8,90
285,119,8,8,90
293,127,8,8,90
301,135,8,8,90
309,143,8,8,90
317,151,8,8,90
325,159,8,8,90
333,167,8,8,90
341,175,8,8,90
349,183,8,8,90
357,191,8,8,90
365,199,8,8,90
373,207,8,8,90
381,215,8,8,90
389,223,8,8,90
397,231,8,8,90
405,239,8,8,90
413,247,8,8,90
421,255,8,8,90
429,263,8,8,90
437,271,8,8,90
445,279,8,8,90
453,287,8,8,90
461,295,8,8,90
469,303,8,8,90
477,311,8,8,90
485,319,8,8,90
493,327,8,8,90
501,335,8,8,90
509,343,8,8,90
517,351,8,8,90
525,359,8,8,90
533,367,8,8,90
541,375,8,8,90
549,367,8,-8,90
557,359,8,-8,90
565,351,8,-8,90
573,343,8,-8,90
581,335,8,-8,90
589,327,8,-8,90
597,319,8,-8,90
605,311,8,-8,90
613,303,8,-8,90
621,295,8,-8,90
629,287,8,-8,90
637,279,8,-8,90
645,271,8,-8,90
653,263,8,-8,90
661,255,8,-8,90
653,247,-8,-8,90
645,239,-8,-8,90
637,231,-8,-8,90
629,223,-8,-8,90
621,215,-8,-8,90
613,207,-8,-8,90
605,199,-8,-8,90
597,191,-8,-8,90
589,183,-8,-8,90
581,175,-8,-8,90
573,167,-8,-8,90
565,159,-8,-8,90
557,151,-8,-8,90
549,143,-8,-8,90
541,135,-8,-8,90
533,127,-8,-8,90
525,119,-8,-8,90
517,111,-8,-8,90
509,103,-8,-8,90
501,95,-8,-8,90
493,87,-8,-8,90
485,79,-8,-8,84
477,71,-8,-8,78
469,63,-8,-8,72
461,55,-8,-8,66
453,47,-8,-8,60
445,39,-8,-8,54
437,31,-8,-8,48
429,23,-8,-8,42
421,31,-8,8,42
413,39,-8,8,42
405,47,-8,8,48
397,55,-8,8,54
389,63,-8,8,60
381,71,-8,8,66
373,79,-8,8,72
365,87,-8,8,78
357,95,-8,8,84
349,103,-8,8,90
341,111,-8,8,96
333,119,-8,8,102
325,127,-8,8,108
317,135,-8,8,114
309,143,-8,8,120
301,151,-8,8,126
293,159,-8,8,132
285,167,-8,8,138
277,175,-8,8,144
269,183,-8,8,150
261,191,-8,8,156
253,199,-8,8,162
245,207,-8,8,168
237,215,-8,8,174
229,223,-8,8,180
221,231,-8,8,186
213,239,-8,8,192
205,247,-8,8,198
197,255,-8,8,204
189,263,-8,8,210
181,271,-8,8,216
173,279,-8,8,222
165,287,-8,8,228
157,295,-8,8,234
149,303,-8,8,240
141,311,-8,8,246
133,319,-8,8,252
125,327,-8,8,258
117,335,-8,8,264
109,343,-8,8,270
101,351,-8,8,276
93,359,-8,8,282
85,367,-8,8,286
77,375,-8,8,286
69,367,-8,-8,280
61,359,-8,-8,280
53,351,-8,-8,280
45,343,-8,-8,280
53,335,8,-8,274
61,327,8,-8,268
69,319,8,-8,262
77,311,8,-8,256
85,303,8,-8,250
93,295,8,-8,244
101,287,8,-8,238
109,279,8,-8,232
117,271,8,-8,226
125,263,8,-8,220
133,255,8,-8,214
141,247,8,-8,208
149,239,8,-8,202
157,231,8,-8,196
165,223,8,-8,190
173,215,8,-8,184
181,207,8,-8,178
189,199,8,-8,172
197,191,8,-8,166
205,183,8,-8,160
213,175,8,-8,154
221,167,8,-8,148
229,159,8,-8,142
237,151,8,-8,136
245,143,8,-8,130
253,135,8,-8,124
261,127,8,-8,118
269,119,8,-8,112
277,111,8,-8,106
285,103,8,-8,100
293,95,8,-8,94
301,87,8,-8,94
309,79,8,-8,94
317,71,8,-8,94
325,63,8,-8,94
333,55,8,-8,94
341,47,8,-8,94
349,39,8,-8,94
357,31,8,-8,94
365,23,8,-8,94
373,31,8,8,94
381,39,8,8,94
389,47,8,8,94
397,55,8,8,94
405,63,8,8,94
413,71,8,8,94
421,79,8,8,94
429,87,8,8,94
437,95,8,8,94
445,103,8,8,94
453,111,8,8,94
461,119,8,8,94
469,127,8,8,94
477,135,8,8,94
485,143,8,8,94
493,151,8,8,94
501,159,8,8,94
509,167,8,8,94
517,175,8,8,94
525,183,8,8,94
533,191,8,8,94
541,199,8,8,94
549,207,8,8,94
557,215,8,8,94
565,223,8,8,94
573,231,8,8,94
581,239,8,8,94
589,247,8,8,94
597,255,8,8,94
605,263,8,8,94
613,271,8,8,94
621,279,8,8,94
629,287,8,8,94
637,295,8,8,94
645,303,8,8,94
653,311,8,8,94
661,319,8,8,94
653,327,-8,8,94
645,335,-8,8,94
637,343,-8,8,94
629,351,-8,8,94
621,359,-8,8,94
613,367,-8,8,94
605,375,-8,8,94
597,367,-8,-8,94
589,359,-8,-8,94
581,351,-8,-8,94
573,343,-8,-8,94
565,335,-8,-8,94
557,327,-8,-8,94
549,319,-8,-8,94
541,311,-8,-8,94
533,303,-8,-8,94
525,295,-8,-8,94
517,287,-8,-8,94
509,279,-8,-8,94
501,271,-8,-8,94
493,263,-8,-8,94
485,255,-8,-8,94
477,247,-8,-8,94
469,239,-8,-8,94
461,231,-8,-8,94
453,223,-8,-8,94
445,215,-8,-8,94
437,207,-8,-8,94
429,199,-8,-8,94
421,191,-8,-8,94
413,183,-8,-8,94
405,175,-8,-8,94
397,167,-8,-8,94
389,159,-8,-8,94
381,151,-8,-8,94
373,143,-8,-8,94
365,135,-8,-8,94
357,127,-8,-8,94
349,119,-8,-8,94
341,111,-8,-8,94
333,103,-8,-8,94
325,95,-8,-8,94
317,87,-8,-8,94
309,79,-8,-8,94
301,71,-8,-8,94
293,63,-8,-8,94
285,55,-8,-8,94
277,47,-8,-8,94
269,39,-8,-8,94
261,31,-8,-8,94
253,23,-8,-8,94
245,31,-8,8,94
237,39,-8,8,94
229,47,-8,8,94
221,55,-8,8,94
213,63,-8,8,94
205,71,-8,8,94
197,79,-8,8,94
189,87,-8,8,94
181,95,-8,8,94
173,103,-8,8,94
165,111,-8,8,94
157,119,-8,8,94
149,127,-8,8,94
141,135,-8,8,100
133,143,-8,8,106
125,151,-8,8,112
117,159,-8,8,118
109,167,-8,8,124
101,175,-8,8,130
93,183,-8,8,136
85,191,-8,8,142
77,199,-8,8,148
69,207,-8,8,154
61,215,-8,8,160
53,223,-8,8,166
45,231,-8,8,172
53,239,8,8,178
61,247,8,8,184
69,255,8,8,190
77,263,8,8,196
85,271,8,8,202
93,279,8,8,208
101,287,8,8,214
109,295,8,8,220
117,303,8,8,226
125,311,8,8,232
133,319,8,8,238
141,327,8,8,244
149,335,8,8,250
157,343,8,8,256
165,351,8,8,262
173,359,8,8,268
181,367,8,8,274
189,375,8,8,280
197,367,8,-8,280
205,359,8,-8,280
213,351,8,-8,280
221,343,8,-8,280
229,335,8,-8,274
237,327,8,-8,268
245,319,8,-8,262
253,311,8,-8,256
261,303,8,-8,250
269,295,8,-8,244
277,287,8,-8,238
285,279,8,-8,232
293,271,8,-8,226
301,263,8,-8,220
309,255,8,-8,214
317,247,8,-8,208
325,239,8,-8,202
333,231,8,-8,196
341,223,8,-8,190
349,215,8,-8,184
357,207,8,-8,178
365,199,8,-8,172
373,191,8,-8,172
381,183,8,-8,172
389,175,8,-8,172
397,167,8,-8,172
405,159,8,-8,172
413,151,8,-8,172
421,143,8,-8,172
429,135,8,-8,172
437,127,8,-8,172
445,119,8,-8,172
453,111,8,-8,172
461,103,8,-8,172
469,95,8,-8,172
477,87,8,-8,172
485,79,8,-8,172
493,71,8,-8,172
501,63,8,-8,172
509,55,8,-8,172
517,47,8,-8,172
525,39,8,-8,172
533,31,8,-8,172
541,23,8,-8,172
549,31,8,8,172
557,39,8,8,172
565,47,8,8,172
573,55,8,8,172
581,63,8,8,172
589,71,8,8,172
597,79,8,8,172
605,87,8,8,172
613,95,8,8,172
621,103,8,8,172
629,111,8,8,172
637,119,8,8,172
645,127,8,8,172
653,135,8,8,172
661,143,8,8,172
653,151,-8,8,172
645,159,-8,8,172
637,167,-8,8,172
629,175,-8,8,172
621,183,-8,8,172
613,191,-8,8,172
605,199,-8,8,172
597,207,-8,8,172
589,215,-8,8,172
581,223,-8,8,172
573,231,-8,8,172
565,239,-8,8,172
557,247,-8,8,172
549,255,-8,8,172
541,263,-8,8,172
533,271,-8,8,172
525,279,-8,8,172
517,287,-8,8,172
509,295,-8,8,172
501,303,-8,8,172
493,311,-8,8,172
485,319,-8,8,172
477,327,-8,8,172
469,335,-8,8,172
461,343,-8,8,172
453,351,-8,8,172
445,359,-8,8,172
437,367,-8,8,172
429,375,-8,8,172
421,367,-8,-8,172
413,359,-8,-8,172
405,351,-8,-8,166
397,343,-8,-8,160
389,335,-8,-8,154
381,327,-8,-8,148
373,319,-8,-8,142
365,311,-8,-8,142
357,303,-8,-8,142
349,295,-8,-8,142
341,287,-8,-8,142
333,279,-8,-8,142
325,271,-8,-8,142
317,263,-8,-8,142
309,255,-8,-8,142
301,247,-8,-8,142
293,239,-8,-8,142
285,231,-8,-8,142
277,223,-8,-8,142
269,215,-8,-8,142
261,207,-8,-8,142
253,199,-8,-8,142
245,191,-8,-8,142
237,183,-8,-8,142
229,175,-8,-8,136
221,167,-8,-8,130
213,159,-8,-8,124
205,151,-8,-8,118
197,143,-8,-8,112
189,135,-8,-8,106
181,127,-8,-8,100
173,119,-8,-8,94
165,111,-8,-8,88
157,103,-8,-8,82
149,95,-8,-8,76
141,87,-8,-8,70
133,79,-8,-8,64
125,71,-8,-8,58
117,63,-8,-8,52
109,55,-8,-8,46
101,47,-8,-8,40
93,39,-8,-8,34
85,31,-8,-8,28
77,23,-8,-8,28
69,31,-8,8,28
61,39,-8,8,28
53,47,-8,8,28
45,55,-8,8,28
53,63,8,8,34
61,71,8,8,40
69,79,8,8,46
77,87,8,8,52
85,95,8,8,58
93,103,8,8,64
101,111,8,8,70
109,119,8,8,76
117,127,8,8,82
125,135,8,8,88
133,143,8,8,94
141,151,8,8,100
149,159,8,8,106
157,167,8,8,112
165,175,8,8,118
173,183,8,8,124
181,191,8,8,130
189,199,8,8,136
197,207,8,8,142
205,215,8,8,148
213,223,8,8,154
221,231,8,8,160
229,239,8,8,166
237,247,8,8,172
245,255,8,8,178
253,263,8,8,184
261,271,8,8,190
269,279,8,8,196
277,287,8,8,196
285,295,8,8,196
293,303,8,8,196
301,311,8,8,196
309,319,8,8,196
317,327,8,8,196
325,335,8,8,196
333,343,8,8,196
341,351,8,8,196
349,359,8,8,196
357,367,8,8,196
365,375,8,8,196
373,367,8,-8,196
381,359,8,-8,196
389,351,8,-8,196
397,343,8,-8,196
405,335,8,-8,196
413,327,8,-8,196
421,319,8,-8,196
429,311,8,-8,196
437,303,8,-8,196
445,295,8,-8,196
453,287,8,-8,196
461,279,8,-8,196
469,271,8,-8,196
477,263,8,-8,196
485,255,8,-8,196
493,247,8,-8,196
501,239,8,-8,196
509,231,8,-8,196
517,223,8,-8,196
525,215,8,-8,196
533,207,8,-8,196
541,199,8,-8,196
549,191,8,-8,196
557,183,8,-8,196
565,175,8,-8,196
573,167,8,-8,196
581,159,8,-8,196
589,151,8,-8,196
597,143,8,-8,196
605,135,8,-8,196
613,127,8,-8,196
621,119,8,-8,196
629,111,8,-8,196
637,103,8,-8,196
645,95,8,-8,196
653,87,8,-8,196
661,79,8,-8,196
653,71,-8,-8,196
645,63,-8,-8,196
637,55,-8,-8,196
629,47,-8,-8,196
